Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,Fuel,Transmission,Drive type,Power,Engine capacity,CO2 emissions,Emission class,Mileage,First registration,Battery type,AC charging time,Battery capacity,Previous owners,Warranty until,Price
Volkswagen,Golf,Grey,Black interior,Other interior material,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,85,999.0,109,Euro 6d-TEMP,13800,2019,No battery type class,0.0,0.0,1,3.0,20449.0
Peugeot,2008,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,74,1199.0,105,Euro 6d-TEMP,10,2023,No battery type class,0.0,0.0,Unknown,3.0,26799.0
MINI,Cooper S,Grey,Black interior,Cloth interior,Hatchback,2/3 doors,4,Petrol,Automatic,4x2,141,1998.0,121,Euro 6d-TEMP,24005,2020,No battery type class,0.0,0.0,2,4.0,24399.0
Volkswagen,Polo,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,70,999.0,109,Euro 6,19020,2021,No battery type class,0.0,0.0,1,3.0,21099.0
Audi,A3,White,Black interior,Other interior material,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,115,Euro 6d,12809,2023,No battery type class,0.0,0.0,1,4.0,44749.0
Skoda,Octavia,Blue,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,81,999.0,107,Euro 6d,28719,2022,No battery type class,0.0,0.0,1,3.0,24599.0
Fiat,500,White,Other interior color,Other interior material,Hatchback,2/3 doors,4,Petrol,Manual,4x2,51,999.0,88,Euro 6d-TEMP,55453,2021,No battery type class,0.0,0.0,Unknown,3.0,14599.0
Skoda,Superb,Grey,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Hybrid,Automatic,4x2,160,1395.0,119,Euro 6d,2500,2022,Lithium-ion (Li-ion),4.0,13.0,1,3.0,46649.0
Mercedes-Benz,Sprinter,White,Black interior,Other interior material,Cargo VAN,4/5 doors,2,Diesel,Manual,4x2,84,1950.0,244,Euro 6d,38,2023,No battery type class,0.0,0.0,1,4.0,42549.0
Seat,Ateca,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,123,No emission class,25343,2023,No battery type class,0.0,0.0,Unknown,4.0,31949.0
Renault,Kadjar,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,85,1461.0,113,Euro 6,43557,2019,No battery type class,0.0,0.0,Unknown,5.0,20599.0
BMW,318,White,Other interior color,Alcantara interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1995.0,105,No emission class,57533,2020,No battery type class,0.0,0.0,Unknown,4.0,33399.0
Opel,Combo,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,Petrol,Manual,4x2,81,1199.0,125,Euro 6d,40300,2021,No battery type class,0.0,0.0,1,3.0,21449.0
Volkswagen,Touran,Grey,Other interior color,Alcantara interior,MPV,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,138,Euro 6,165057,2019,No battery type class,0.0,0.0,1,3.0,18849.0
Renault,Megane,Black,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,97,1197.0,119,Euro 6,46000,2018,No battery type class,0.0,0.0,Unknown,3.0,13649.0
BMW,530,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,210,2993.0,126,Euro 6,10894,2021,No battery type class,0.0,0.0,1,4.0,62649.0
BMW,X3,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,195,2993.0,151,Euro 6d-TEMP,104510,2020,No battery type class,0.0,0.0,1,4.0,42449.0
Mazda,3,Black,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Manual,4x2,110,1998.0,114,Euro 6d,14490,2022,No battery type class,0.0,0.0,Unknown,3.0,24449.0
Volkswagen,Caddy,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,7,Diesel,Manual,4x2,55,1968.0,138,Euro 6,10000,2019,No battery type class,0.0,0.0,2,3.0,22349.0
Renault,Twingo,Black,Other interior color,Cloth interior,Hatchback,2/3 doors,4,Petrol,Manual,4x2,68,898.0,119,Euro 6,30235,2020,No battery type class,0.0,0.0,1,4.0,12899.0
Renault,Captur,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,70,1461.0,111,Euro 6,55088,2020,No battery type class,0.0,0.0,Unknown,4.0,18299.0
Volkswagen,Golf,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,100,1502.0,0,No emission class,78664,2020,Lithium-ion (Li-ion),5.0,36.0,Unknown,3.0,24099.0
Volkswagen,Golf,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,103,Euro 6d,100,2023,No battery type class,0.0,0.0,1,3.0,38399.0
Volkswagen,T-Roc,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,121,Euro 6,10,2022,No battery type class,0.0,0.0,Unknown,3.0,42949.0
Seat,Leon,White,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,117,Euro 6d-TEMP,26402,2020,No battery type class,0.0,0.0,1,4.0,25549.0
Skoda,Fabia,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,55,999.0,111,Euro 6,54500,2019,No battery type class,0.0,0.0,2,3.0,15899.0
Volkswagen,ID.3,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,5,Electric,Automatic,4x2,150,1502.0,0,No emission class,43396,2020,Lithium-ion (Li-ion),3.3333333333333335,48.19047619047619,Unknown,3.0,27699.0
BMW,i3,Blue,Grey interior,Cloth interior,Hatchback,4/5 doors,4,Electric,Automatic,4x2,125,647.0,0,No emission class,57400,2019,Lithium-ion (Li-ion),3.0,42.0,1,4.0,21499.0
Land Rover,Range Rover Evoque,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,110,1999.0,142,Euro 6d-TEMP,22700,2020,No battery type class,0.0,0.0,1,5.0,42549.0
Renault,Captur,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,107,1598.0,108,Euro 6,7509,2023,Lithium-ion (Li-ion),1.5,1.0,1,1.0,30449.0
Renault,Clio,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,5,Petrol,Manual,4x2,66,999.0,112,Euro 6d,5000,2022,No battery type class,0.0,0.0,Unknown,3.0,20349.0
Audi,Q8,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210,2967.0,179,Euro 6d-TEMP,130000,2019,No battery type class,0.0,0.0,1,4.0,63799.0
Volkswagen,Sharan,Black,Black interior,Full leather interior,MPV,4/5 doors,5,Diesel,Automatic,4x2,135,1968.0,138,Euro 6,114350,2017,No battery type class,0.0,0.0,2,3.0,26799.0
Kia,Rio,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,63,1248.0,109,Euro 6,78333,2017,No battery type class,0.0,0.0,Unknown,4.0,11849.0
Audi,A3,Blue,Black interior,Full leather interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,104,Euro 6,36639,2021,No battery type class,0.0,0.0,1,4.0,32449.0
Opel,Crossland,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,107,Euro 6c,94464,2020,No battery type class,0.0,0.0,1,3.0,15899.0
Abarth,595 Turismo,Blue,Other interior color,Other interior material,Hatchback,2/3 doors,4,Petrol,Manual,4x2,121,1368.0,154,Euro 6,27060,2020,No battery type class,0.0,0.0,1,3.0,23099.0
Seat,Arona,Silver,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,70,999.0,112,Euro 6d-TEMP,14932,2020,No battery type class,0.0,0.0,Unknown,4.0,17249.0
Kia,Sportage,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,100,1598.0,123,Euro 6,30987,2021,No battery type class,0.0,0.0,Unknown,3.0,25749.0
BMW,320,Blue,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,135,1995.0,130,Euro 5,169800,2014,No battery type class,0.0,0.0,2,4.0,15599.0
Fiat,500,Red,Other interior color,Other interior material,Hatchback,2/3 doors,4,Petrol,Manual,4x2,51,999.0,88,Euro 6,15776,2022,No battery type class,0.0,0.0,Unknown,2.0,15399.0
Mazda,MX-30,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,107,1627.0,0,Euro 6d,26983,2020,Lithium-ion (Li-ion),5.0,36.0,1,3.0,22549.0
Peugeot,2008,Blue,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,60,1199.0,114,No emission class,68380,2017,No battery type class,0.0,0.0,Unknown,3.0,12899.0
Ford,Grand Tourneo,Blue,Other interior color,Cloth interior,MPV/VAN,4/5 doors,5,Diesel,Manual,4x2,88,1499.0,122,Euro 6,14626,2022,No battery type class,0.0,0.0,1,5.0,27299.0
Audi,A6,Blue,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,150,1968.0,127,Euro 6d,38950,2021,No battery type class,0.0,0.0,Unknown,4.0,42599.0
Skoda,Octavia,Silver,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,140,1984.0,150,Euro 6d-TEMP,47800,2019,No battery type class,0.0,0.014084507042253521,1,3.0,23699.0
Volkswagen,Golf,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,96,1498.0,110,Euro 6,80470,2018,No battery type class,0.0,0.0,2,3.0,18999.0
Volkswagen,Golf,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,96,1498.0,117,Euro 6d-TEMP,29987,2020,No battery type class,0.0,0.0,1,3.0,21399.0
Audi,A6,Blue,Black interior,Alcantara interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,195,1984.0,157,Euro 6d,7047,2023,No battery type class,0.0,0.0,1,4.0,59499.0
BMW,X3,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,1995.0,141,Euro 6d-TEMP,32500,2020,No battery type class,0.0,0.014084507042253521,1,4.0,47849.0
Mazda,2,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,66,1496.0,94,Euro 6d-TEMP,5,2023,No battery type class,0.0,0.0,Unknown,3.0,25949.0
Volkswagen,Golf,Blue,Black interior,Other interior material,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,81,999.0,108,Euro 6,2500,2022,No battery type class,0.0,0.0,1,3.0,27849.0
Ford,Focus,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,92,999.0,108,Euro 6d,9618,2023,No battery type class,0.0,0.0,1,5.0,28299.0
Renault,Scenic,Grey,Black interior,Cloth interior,MPV,4/5 doors,5,Diesel,Manual,4x2,81,1461.0,100,Euro 6,137490,2017,No battery type class,0.0,0.0,Unknown,7.0,12799.0
Volkswagen,Golf,Silver,Black interior,Alcantara interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,96,1498.0,111,Euro 6d-TEMP,15819,2019,No battery type class,0.0,0.0,1,3.0,22349.0
Volvo,V60,Black,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,145,1969.0,142,Euro 6,1500,2023,No battery type class,0.0,0.0,1,2.0,52199.0
Audi,Q2,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,121,No emission class,10,2023,No battery type class,0.0,0.0,Unknown,4.0,36699.0
Audi,A4,Silver,Grey interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,110,1395.0,126,Euro 6,45000,2016,No battery type class,0.0,0.0,1,4.0,22649.0
BMW,320,Grey,Black interior,Other interior material,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,140,2092.0,135,No emission class,6879,2023,No battery type class,0.0,0.014084507042253521,Unknown,4.0,48449.0
Audi,A6,White,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,195,1984.0,159,Euro 6d-TEMP,18128,2023,No battery type class,0.0,0.0,1,4.0,60499.0
Skoda,Superb,Red,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,200,1984.0,162,Euro 6d-TEMP,64586,2020,No battery type class,0.0,0.0,1,3.0,36199.0
Hyundai,Tucson,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,169,1598.0,109,Euro 6,10,2023,No battery type class,0.0,0.0,Unknown,5.0,41599.0
Renault,Clio,Black,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,103,1332.0,122,Euro 6,7989,2022,No battery type class,0.0,0.0,1,2.0,23149.0
Seat,Leon,White,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,140,1984.0,125,Euro 6,91143,2018,No battery type class,0.0,0.014084507042253521,2,4.0,20599.0
BMW,X3,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,1995.0,144,Euro 6,50000,2019,No battery type class,0.0,0.014084507042253521,Unknown,4.0,37849.0
Mercedes-Benz,E 350,Grey,Brown interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,210,2925.0,0,Euro 6,148085,2019,No battery type class,0.0,0.0,Unknown,4.0,31649.0
Volkswagen,T-Roc,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,121,Euro 6,64544,2019,No battery type class,0.0,0.0,2,3.0,25199.0
Volkswagen,Polo,Black,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,147,1984.0,138,Euro 6d-TEMP,41649,2020,No battery type class,0.0,0.0,1,3.0,24649.0
Skoda,Fabia,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,104,No emission class,4771,2023,No battery type class,0.0,0.0,Unknown,3.0,19599.0
Audi,A1,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,70,999.0,107,Euro 6d,7630,2023,No battery type class,0.0,0.0,1,4.0,26249.0
Hyundai,Tucson,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x4,195,1598.0,119,Euro 6d,5000,2023,Lithium polymer (Li-pol),2.0,14.0,1,5.0,46899.0
Audi,TTS,Blue,Black interior,Full leather interior,Cabriolet,2/3 doors,2,Petrol,Automatic,4x4,235,1984.0,173,Euro 6,20924,2023,No battery type class,0.0,0.0,1,4.0,58299.0
Toyota,Proace Verso,White,Black interior,Part leather interior,Cargo VAN,4/5 doors,3,Diesel,Manual,4x2,106,1998.0,159,Euro 6,10,2023,No battery type class,0.0,0.0,Unknown,5.0,37149.0
Seat,Ateca,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,110,1498.0,131,Euro 6,7203,2023,No battery type class,0.0,0.0,Unknown,4.0,33249.0
Ford,Fiesta,White,Black interior,Cloth interior,Hatchback,2/3 doors,5,Petrol,Manual,4x2,44,1242.0,120,Euro 5,34990,2015,No battery type class,0.0,0.0,1,9.0,10399.0
Volkswagen,Tiguan,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,119,Euro 6d,29550,2022,No battery type class,0.0,0.0,1,3.0,33149.0
Mercedes-Benz,GLC 220,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,143,1950.0,137,Euro 6d,47880,2020,No battery type class,0.0,0.0,1,4.0,40399.0
Volkswagen,Touareg,White,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,150,2967.0,173,Euro 6,89300,2017,No battery type class,0.0,0.0,Unknown,3.0,33349.0
Fiat,Tipo,Brown,Black interior,Other interior material,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,96,1598.0,119,Euro 6,24980,2021,No battery type class,0.0,0.0,Unknown,3.0,17799.0
Volkswagen,up!,White,Black interior,Cloth interior,Hatchback,4/5 doors,4,Petrol,Automatic,4x2,61,999.0,98,Euro 6,47659,2020,No battery type class,0.0,34.0,Unknown,4.0,17349.0
Volvo,XC90,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,Diesel,Automatic,4x4,173,1969.0,154,Euro 6d,26182,2021,No battery type class,0.0,0.0,1,3.0,61549.0
Renault,Clio,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,5,Diesel,Manual,4x2,74,1461.0,91,No emission class,26144,2022,No battery type class,0.0,0.0,Unknown,3.0,17949.0
Volkswagen,T-Roc,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,81,999.0,118,Euro 6,21700,2023,No battery type class,0.0,0.0,1,3.0,24449.0
Hyundai,Kona,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,146,1598.0,136,Euro 6d,10,2023,No battery type class,0.0,0.0,1,5.0,44749.0
BMW,X3,Grey,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x4,215,1998.0,48,Euro 6,31493,2021,Lithium-ion (Li-ion),6.0,12.0,2,4.0,41899.0
Seat,Arona,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,81,999.0,109,Euro 6,17500,2022,No battery type class,0.0,0.0,Unknown,4.0,22649.0
Seat,Arona,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,70,999.0,115,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,4.0,21499.0
Audi,A3,White,Black interior,Other interior material,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,114,Euro 6,36993,2021,No battery type class,0.0,0.0,Unknown,4.0,34049.0
Volkswagen,T-Cross,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,81,999.0,110,Euro 6,36605,2020,No battery type class,0.0,0.0,1,4.0,20049.0
Peugeot,2008,Grey,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,118,Euro 6,80050,2017,No battery type class,0.0,0.0,2,3.0,12199.0
Volvo,XC90,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,173,1969.0,154,Euro 6d-TEMP,45500,2019,No battery type class,0.0,0.0,Unknown,3.0,48049.0
Volkswagen,Golf,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,119,No emission class,9999,2023,No battery type class,0.0,0.0,1,3.0,37349.0
Audi,RSQ3,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,294,2480.0,202,Euro 6,77845,2020,No battery type class,0.0,0.0,2,4.0,50999.0
Audi,A1,Red,Black interior,Full leather interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,119,Euro 6,56701,2021,No battery type class,0.0,0.0,1,4.0,20599.0
Volkswagen,Golf,White,Other interior color,Full leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x4,245,1984.0,165,No emission class,6000,2023,No battery type class,0.0,0.0,1,3.0,55249.0
Dacia,Sandero,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,5,Other fuel type,Manual,4x2,74,999.0,110,Euro 6,54000,2021,No battery type class,0.0,0.0,Unknown,4.0,14399.0
Mercedes-Benz,E 300,Blue,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,225,1950.0,147,Euro 6d-TEMP,59928,2020,No battery type class,0.0,0.0,1,4.0,29899.0
Mercedes-Benz,Sprinter,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,Diesel,Manual,4x2,125,1950.0,0,Euro 6d-TEMP,53000,2022,No battery type class,0.0,0.0,1,4.0,41049.0
Land Rover,Range Rover Velar,Black,Beige interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,185,1997.0,189,Euro 6,80036,2019,No battery type class,0.0,0.0,1,5.0,45299.0
Mercedes-Benz,B 180,Grey,Black interior,Part leather interior,MPV,4/5 doors,5,Petrol,Automatic,4x2,90,1595.0,130,Euro 5,94500,2013,No battery type class,0.0,0.0,1,4.0,14749.0
Mercedes-Benz,GLE 63 AMG,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,430,5461.0,278,Euro 6,100000,2017,No battery type class,0.0,0.0,Unknown,4.0,67899.0
Volkswagen,Tiguan Allspace,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,176,1968.0,167,Euro 6d-TEMP,70285,2020,No battery type class,0.0,0.0,Unknown,3.0,36199.0
Dacia,Duster,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x4,110,1332.0,153,Euro 6d,7153,2022,No battery type class,0.0,0.0,1,4.0,26799.0
Hyundai,i10,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,49,998.0,117,Euro 6,15078,2019,No battery type class,0.0,0.0,Unknown,7.0,11899.0
Volkswagen,Golf,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,110,1498.0,117,Euro 6d,28685,2023,No battery type class,0.0,0.0,1,3.0,29499.0
Citroen,Berlingo,Black,Black interior,Cloth interior,Cargo VAN,4/5 doors,2,Diesel,Manual,4x2,75,1499.0,107,Euro 6d-TEMP,25000,2020,No battery type class,0.0,0.0,1,4.0,16299.0
BMW,225 Active Tourer,Silver,Black interior,Cloth interior,MPV,4/5 doors,5,Petrol,Automatic,4x2,170,1998.0,137,Euro 6,55000,2016,No battery type class,0.0,0.0,Unknown,4.0,19949.0
Volkswagen,Passat,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,162,1984.0,148,Euro 6,68500,2017,No battery type class,0.0,0.0,1,3.0,28299.0
Opel,Astra,Black,Black interior,Other interior material,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,81,1598.0,97,Euro 6,115000,2015,No battery type class,0.0,0.0,Unknown,3.0,10399.0
Volkswagen,Golf,Grey,Black interior,Other interior material,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,116,Euro 6,23786,2019,No battery type class,0.0,0.0,2,3.0,25049.0
Audi,A6,Blue,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,185,1984.0,137,Euro 6,90880,2015,No battery type class,0.0,0.0,1,4.0,25249.0
MINI,Cooper,Black,Black interior,Full leather interior,Hatchback,2/3 doors,5,Petrol,Automatic,4x2,100,1499.0,119,Euro 6,32600,2019,No battery type class,0.0,0.0,1,4.0,22799.0
Hyundai,Tucson,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x4,136,1995.0,142,Euro 6d-TEMP,89978,2019,No battery type class,0.0,0.0,1,5.0,22449.0
Volkswagen,T-Roc,Grey,Black interior,Cloth interior,Cabriolet,4/5 doors,4,Petrol,Automatic,4x2,110,1498.0,130,Euro 6,5000,2023,No battery type class,0.0,0.0,1,2.0,42949.0
Hyundai,Kona,Black,Grey interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,146,1598.0,124,No emission class,10,2023,No battery type class,0.0,0.0,Unknown,5.0,41849.0
Audi,A1,Silver,Black interior,Part leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,117,Euro 6d-TEMP,3000,2023,No battery type class,0.0,0.0,1,4.0,40399.0
Renault,Captur,Red,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,103,1330.0,133,Euro 6d-TEMP,30010,2023,No battery type class,0.0,0.0,Unknown,3.0,31399.0
